AccountID,CompanyName,Company Revenue in millions,EmployeeHeadCount,CompanyIndustry,CompanySpecialties,CompanyType,Country,City,Timezone
9530,Rexel USA,5000,15000.0,"Appliances, Electrical, and Electronics Manufacturing","Electrical Distribution, Energy Audits, Alternative Energy Solutions and Services, Lighting Retrofits, electrical supplies",Public Company,United States,Dallas,EST
9540,Reynolds American Inc.,11000,5700.0,Tobacco Manufacturing,Mfg Consumer Tobacco Products,Public Company,United States,Winston-Salem,EST
9550,Rhein Chemie,500,1000.0,Chemical Manufacturing,From the development of the compound to the production of the finished component – as a partner to the rubber industry Rhein Chemie supplies high-quality solutions for all the challenges of rubber processing,Public Company,United States,Chardon,EST
9560,Richland County Government,550,2300.0,Government Administration,,Government Agency,United States,Columbia,EST
9570,Ricoh Latin America Inc,1500,3200.0,IT Services and IT Consulting,,Privately Held,United States,Weston,EST
9580,Riddell,250,500.0,Retail,"Football Helmets, Shoulder Pads, Face Masks, Apparel, Custom Team Orders, Accessories, Reconditioning, Collectibles, SportsBiz",Privately Held,United States,Des Plaines,EST
9590,Rio Salado College,300,900.0,Higher Education,"Online Certificate and Degree Programs, University Transfer, Military Student Support, Early College Options, Adult Basic Education, Corporate and Government Partnerships, Incarcerated Re-entry, Dual Enrollment, Professional Growth",Educational Institution,United States,Tempe,EST
9600,Rizing,200,500.0,IT Services and IT Consulting,"SAP, SAP HCM, SAP Consumer Industries, SAP Enterprise Asset Management EAM, SAP Retail, Fashion Technology, S4HANA, CLOUD, PAYROLL, consulting, Business Transformation, Analytics, SAP SuccessFactors, professional services, Managed Services, HR, SAP Business Technology Platform",Privately Held,United States,Stamford,EST
9610,Rizing Enterprise Asset Management,200,500.0,IT Services and IT Consulting,"Enterprise Asset Management, Plant Maintenance, Asset Management, ISO55000, Supply Chain and Procurement, Real Estate Management Services, IoT, Predictive maintenance, Strategic asset management planning, Environment, Health + Safety Services (EHS), Risk Management, Business Process Consulting, User Experience, Mobility Services and solutions, Full Asset Lifecycle Services, Asset Intelligence Network, Compatible Units, GEO.e, Geographic Enablement Framework GEF, Geospatial solutions, Asset strategy and performance management, SAP EAM Services, Ariba Services, Project Systems, Master Data Governance, Predictive maintenance and service PdMS, RE-FX, Material Management",Public Company,United States,Stamford,EST
9620,Robert Bosch Tool Corporation NA,3700,4100.0,Manufacturing,"Power Tools, Power Tool Accessories, Measuring Tools, Construction Solutions, IoT",Privately Held,United States,Mt. Prospect,EST
9630,Rock-Tenn Company,10000,23000.0,Packaging and Containers Manufacturing,"Consumer Packaging, Corrugated Packaging, Merchandising Displays, Paperboard, Recycling, Specialty Paperboard",Public Company,United States,Norcross,EST
9640,Rogers Corporation,870,3000.0,Electrical & Electronic Manufacturing,"High-Frequency Printed Circuit Materials, Advanced Foams for Cushioning and Protective Sealing, Power Electronic Solutions",Public Company,United States,Chandler,EST
9650,Rosen Hotels & Resorts,400,3000.0,Hospitality,"Three Convention Hotels, 18-hole Championship Golf Course, Six Leisure Properties, Over 30 Food and Beverage Outlets, Special Events and Conventions, Hospitality, Travel & Tourism, Business Travel, Spa, Leisure Travel",Privately Held,United States,Orlando,EST
9660,Rothstein Kass,200,600.0,Accounting,"financial services, alternative investments, private equity, private company, family businesses, family offices, litigation/forensic accounting, business advisory services",Partnership,United States,New York City,EST
9670,Rove Hotels,200,800.0,Hospitality,"Hotels, Food & Beverage, Meetings & Events",Public Company,United Arab Emirates,Dubai,GST
9680,Rowad Plastic,100,400.0,Plastics Manufacturing,"Plastics, Plastic sheets, Injection molding, BOPP Films, Geomembrane, Recycling",Public Company,Saudi Arabia,Riyadh,AST
9690,Ryan Specialty,300,1000.0,Insurance,"Property, Casualty, Transportation, Professional Liability, E&O, Construction, Transactional Risk, M&A, Healthcare, Life Science, Renewable Energy, Cyber Risk, DIC, Energy & Marine, Excess & Surplus Lines, Distribution Services",Public Company,United States,Chicago,EST
9700,S&C Electric Company,820,3000.0,Electrical & Electronic Manufacturing,"smart grid solutions, renewable energy integration, medium- and high-voltage switching and protection, advanced power quality systems, services for electric power systems, energy storage solutions, smart grid communication systems, distribution automation",Privately Held,United States,Chicago,EST
9710,SAL Saudi Logistics Services,27.8,740.0,Transportation/Trucking/Railroad,,Privately Held,Saudi Arabia,Jeddah,AST
9720,SAP BusinessObjects,3200,5300.0,Software Development,"Business Intellingence, Profitability & Cost Management, Business Process Optimisation, In-memory Analytics, Strategy Management, Data Warehousing (Sybase IQ), Real Time Analysis, Information Management (ETL), Data Quality Management",Public Company,United States,Newtown Square,EST
9730,SAP SuccessFactors,1200,3400.0,Software Development,"Core HR and Payroll, Recruiting Marketing and Recruiting Management, Talent Management, HRIS, Learning Management Software (LMS), Business Social Collaboration, Workforce Planning & Analytics, Succession and Compensation Management",Public Company,United States,South San Francisco,EST
9740,SASREF,4500,1200.0,Oil & Energy,,Public Company,Saudi Arabia,Jubail,AST
9750,SCHUNK USA,400,1200.0,Automation Machinery Manufacturing,,Privately Held,United States,Morrisville,EST
9760,SEZ acquired by Lam Research Corporation,150,500.0,Semiconductor Manufacturing,"Semiconductor Manufacturing Equipment, Global Service",Public Company,United States,Fremont,EST
9770,SGS - Saudi Ground Services,500,3000.0,Airlines and Aviation,"Ground Handling, Ground Services, Airports",Public Company,Saudi Arabia,Jeddah,AST
9780,SIPCHEM,3200,3000.0,Chemicals,,Privately Held,Saudi Arabia,Jubail Industrial City,AST
9790,SLK Global Solutions,300,1600.0,IT Services and IT Consulting,,Privately Held,United States,United States,EST
9800,SPIMACO,900,3000.0,Pharmaceutical Manufacturing,"Antibiotics , NSAIDs , Nausea & vomiting , Hypertension , Antifungals , Diabetes , Asthma, Antiviral, Peptic ulcer disease , Cough & Cold , and recently in hepatitis and oncology and invest in biosimilar products",Public Company,Saudi Arabia,Riyadh,AST
9810,"SPX Cooling Tech, LLC",1740,4100.0,Mechanical Or Industrial Engineering,"cooling towers, fluid coolers, hvac, evaporative cooling, cooling tower parts, industrial evaporators, plume abatement, water management, cooling tower controls, refrigeration, air cooled heat exchangers",Public Company,United States,Overland Park,EST
9820,"SPX FLOW, Inc.",1200,6000.0,Industrial Machinery Manufacturing,"power generation and distribution, mixers, pumps, valves, marine, separators, homogenizers, apv, ultra high temperature systems, heat exchangers, spray dryers, evaporators, hydraulic technologies, high force tools",Privately Held,United States,Charlotte,EST
9830,SPX Technologies,2000,4000.0,Industrial Machinery Manufacturing,,Public Company,United States,Charlotte,EST
9840,SS&C Intralinks,800,2200.0,Financial Services,"Virtual Data Room, Content Management, Syndicated Lending, Cybersecurity, Corporate Development, Mergers & Acquisitions, Deal Management, Transaction Facilitation, Investor Portals, Due Dilligence, Artificial Intelligence, Deal Sourcing, M&A Lifecycle Collaboration, Protected Data Access, Business Intelligence, Corporate Development, Online Data Room, Computer Software, Venture Capital",Public Company,United States,New York,EST
9850,SSP America,1300,15000.0,Food and Beverage Services,,Privately Held,United States,Ashburn,EST
9860,SST Consumables,80,300.0,Manufacturing,"EDM Supplies, EDM Consumables, Wire EDM, Sinker EDM, EDM Drilling",Privately Held,United States,New Britain,EST
9870,ST Engineering North America,400,2000.0,Defense and Space Manufacturing,,Privately Held,United States,Alexandria,EST
9880,ST Engineering iDirect,100,600.0,Telecommunications,,Privately Held,United States,Herndon,EST
9890,STADA Emerging Markets,1500,5000.0,Pharmaceutical Manufacturing,,Public Company,United Arab Emirates,Dubai Healthcare City,GST
9910,STERIS,3000,8000.0,Medical Equipment Manufacturing,"infection prevention, contamination control, surgical technologies, instrument repair, equipment repair services, applied sterilization technologies, endoscopy, sterile processing, operating room equipment, biodecontamination, gamma irradiation, electron beam irradiation, research laboratory equipment, ethylene oxide sterilization, sterility assurance",Public Company,United States,Mentor,EST
9930,STRATA Manufacturing PJSC,400,1500.0,Aviation and Aerospace Component Manufacturing,"Manufacturing, Technology",Public Company,United Arab Emirates,Al Ain,GST
9940,SYNCREON,2200,6000.0,Truck Transportation,"Inbound to Manufacturing , Fulfillment, Reverse and Repair, Transport Management, Export Packing, Warehouse Management Services, Aftermarket Services",Privately Held,United States,Auburn Hills,EST
9950,Saaed for Traffic Systems,50,200.0,Software Development,"Minor Accident Planning, Road Support Services, Parking Management, Traffic Safety Services",Public Company,United Arab Emirates,Mohamed Bin Zayed City,GST
9960,Sadara Chemical Company,4500,3000.0,Chemicals,,Public Company,Saudi Arabia,Jubail,AST
9970,Safeguard Business Systems,200,500.0,Advertising Services,"Branding, Promotional Products, Printing Services, Print Marketing, Logoed Apparel, Business Documents, Business Checks & Forms, Office Supplies",Public Company,United States,Carrollton,EST
9980,Salt River Project,3300,4200.0,Utilities,"Power Generation, Water Delivery, Customer Service",Privately Held,United States,Tempe,EST
9990,Sammons Financial Group Companies,468,1300.0,Financial Services,Financial Services,Privately Held,United States,West Des Moines,EST
10000,Samsons Group of Companies,200,1000.0,Manufacturing,"Tobacco, Cigarettes, Tobacco Leaf, Leaf Exporter, Malam Jabba, Ski Resort, PC Malam Jabba, Tourism, FMCG",Privately Held,Pakistan,Lahore,PKT
10010,Samsung Ads,329,940.0,Marketing & Advertising,"Smart TV, Advertising, Connected TV, Marketing Technology, Data Analytics, Advanced TV",Privately Held,United States,New York,EST
10020,Samsung Electronics America,30000,14000.0,Computers and Electronics Manufacturing,"Smart TV, Smartphone, Tablets, Wearable Tech, Blu-ray & Smart Players, HomeTheater & Audio, Digital Camera & Camcorder, Computing, Memory & Storage, Home Appliances, LED Lighting, Security & Monitoring, Consumer Electronics",Public Company,United States,Ridgefield Park,EST
10030,Samsung Research America (SRA),1000,5000.0,Software Development,"Scientific Research and Development Services, Computer Hardware, Computer Software, MPS, Think Tank Team, Digital Health, Research Science, Design, UX/UI, NEON, SRA, AI, Project Management, Human Resources, Video Display, Mobile, Bixby",Public Company,United States,Mountain View,PST
10040,San Francisco Unified School District,900,9600.0,Education Administration Programs,,Educational Institution,United States,San Francisco,EST
10050,SanMar,3200,4000.0,Retail Apparel and Fashion,"promotional apparel, wholesale supplier",Privately Held,United States,Issaquah,EST
10060,Sargento,2800,2000.0,Food and Beverage Manufacturing,"Cheese, Work-Life Balance, Innovation, Community Outreach, Dairy Industry, Marketing, Consumer Products, Food Production",Privately Held,United States,Plymouth,EST
10070,Sargento Foods Inc.,1400,3200.0,Food and Beverage Manufacturing,"Cheese, Work-Life Balance, Innovation, Community Outreach, Dairy Industry, Marketing, Consumer Products, Food Production",Privately Held,United States,Plymouth,EST
10080,Saudi Aramco Base Oil Company-Luberef,5000,10000.0,Oil & Energy,,Partnership,Saudi Arabia,Jeddah,AST
10090,Saudi Aramco Total Refining and Petrochemical Company (SATORP),15500,4500.0,Oil & Energy,"Global energy, fuel, gas, crude, refining, Petrochemicals",Partnership,Saudi Arabia,Jubail,AST
10100,Saudi Aramco Total Refining and Petrochemicals,30000,80000.0,Oil and Gas,Oil and petrochecmial,Partnership,Saudi Arabia,Jubail,AST
10110,Saudi Business Machines - SBM,350,1800.0,Information Technology & Services,"AIX, HPC, zOS, IBM",Privately Held,Saudi Arabia,Jeddah,AST
10120,Saudi Central Bank – SAMA,5000,15000.0,Financial Services,"Issues national currency, the Saudi Riyal, Acts as a banker to the government, Supervises commercial banks, anages Kingdom’s foreign exchange reserves, Conducts monetary policy for promoting price and exchange rate stability",Government Agency,Saudi Arabia,Riyadh,AST
10130,Saudi Ceramics,800,3000.0,Building Materials,"Ceramic Tiles, Porcelain Tiles, Sanitary Wares, Water Heaters, Bathtubs, Bathroom Accessories, Red Bricks, Ceramic Road Makers",Public Company,Saudi Arabia,Riyadh,AST
10140,Saudi Company For Hardware - SACO,800,3000.0,Retail,"Home improvement, Total Solutions, Bed & Bath, Electronics, Home Finishing, Paint & Sundries, Plumbing, Lawn & Garden, Furniture, Toys & Games, Sports Equipment, Mobiles, Technology",Public Company,Saudi Arabia,Riyadh,AST
10150,Saudi Railway Company,350,2000.0,Transportation/Trucking/Railroad,"Railway Infrastructures, Operations and Maintenance, Passengers Line, Freight Line, Mineral Line",Privately Held,Saudi Arabia,Riyadh,AST
10160,Saudi Readymix Concrete Co,800,4000.0,Construction,,Privately Held,Saudi Arabia,Ad Dammam,AST
10170,Saudia Cargo,1200,1000.0,Airlines and Aviation,"Serve the Airfreight industry with a spirit of excellence by continuously enhancing service levels, develop effective logistics solutions to the highest industry standards",Privately Held,Saudi Arabia,Jeddah,AST
10180,Savola Foods Company,9000,1450.0,Food and Beverage Manufacturing,,Privately Held,Saudi Arabia,Jeddah,AST
10190,Savola Group,4200,14000.0,Financial Services,"Food, Retail",Public Company,Saudi Arabia,Jeddah,AST
10200,Sawaeed Employment LLC,100,600.0,Human Resources Services,"Recruitment, labour Supply, oil and Gas, Emiratisation, Domestic and hospitality staffs, Employment Services, Facility Management, White Collar Outsourcing, Blue Collar Outsourcing, Manpower Outsourcing",Partnership,United Arab Emirates,Abu Dhabi,GST
10210,Schindler Elevator Corporation (U.S.),2100,5300.0,Industrial Machinery Manufacturing,"Elevators, Escalators, Moving Walks, Mobility Services, Transit Management, Urban Mobility, Innovation",Public Company,United States,Morristown,EST
10220,Schindler Elevator Corporation Canada,1000,3000.0,Construction,"Elevators, Escalators, Moving walks",Privately Held,Canada,Toronto,EST
10230,Schluter Systems,1000,5000.0,Wholesale Building Materials,"Trim Profiles, Uncoupling and Waterproofing Membranes, Tile Backerboard, Shower Kits, Modular Screed Systems, Linear Drains, Electric Floor Warming System, shower systems, Tile floor systems, Waterproofing, Shower niche, Movement Joints, Setting Materials, Education for Tile Industry",Privately Held,United States,Plattsburgh,EST
10240,Scientific Drilling,300,2000.0,Oil and Gas,"Directional Drilling, Rotary Steerable Services, MWD / LWD Solutions, Well Planning, Magnetic Ranging, Survey Management, Drilling Motor Services, Drilling Engineering, Wellbore Surveying, Cased Hole Services",Privately Held,United States,The Woodlands,EST
10250,Seaboard Triumph Foods,500,2000.0,Food and Beverage Manufacturing,"Pork Production, Quality Assurance, Pork Processing, Food Safety",Partnership,United States,Sioux City,EST
10260,Securitas nv,5000,370000.0,Security and Investigations,,Privately Held,Belguim,Neder-Over-Heembeek,CET
10270,Seed Consulting Group,10,50.0,Non-profit Organizations,"Pro Bono, Environmental, Non-Profit, Quantitative Analysis, Management Consulting, Data Analytics, New Program Development, Marketing & Advertising Strategy, Volunteer Engagement, Organizational Development, Fundraising, Environmental Impact",Nonprofit,United States,Los Angeles,EST
10280,"SelectBuild Nevada, Inc.",200,1000.0,Construction,"Construction, Lumber, Building Materials, Millwork",Privately Held,United States,Las Vegas,PST
10290,Seneca Foods Corporation,1200,3300.0,Food and Beverage Manufacturing,Food Processing,Public Company,United States,Fairport,EST
10300,"Serta Simmons Bedding, LLC",3000,6000.0,Consumer Goods,"Household Furnishings, Manufacturing",Privately Held,United States,Doraville,EST
10310,Shane Co.,300,1200.0,Retail,"Diamonds, Rubies, Sapphires, Pearls, Jewelry, Retail",Privately Held,United States,Greenwood Village,EST
10320,"Shangri-La Qaryat Al Beri, Abu Dhabi",100,1000.0,Hospitality,"Hospitality, Hotel, Food & Beverage, Events, Banquets, Conference, Spa, Family, Wellness, Residences, Villas",Public Company,United Arab Emirates,Abu Dhabi,GST
10330,Sharjah Coop,300,1500.0,Retail,Retail,Public Company,United Arab Emirates,Sharjah,GST
10340,Sheetz,7500,17000.0,Retail,"Fresh Food Made to Order, Sheetz Bros Coffee, Shweetz, MTO-Go, Sheetz Fam, Sheetz Jobs",Privately Held,United States,Altoona,EST
10350,Shields,80,300.0,Plastics Manufacturing,"Stretch Hooder Film, Security (Bank) Bags, Courier Bags, Barrier Films, Square Bottom Wicketed Bags, Printed Collation Shrink Films, Heavy Duty Bags and Rollstock",Privately Held,United States,Yakima,EST
10360,Shure Incorporated,800,3200.0,Consumer Electronics,"Microphones & Networked Microphones, Wireless Microphone Systems, Personal Monitor Systems, Headphones and Earphones, Digital Signal Processors, Presentation, Conference and Discussion Systems, Conference Room Audio, Automatic Mixers , Bluetooth Earphones, Mobile Microphones, Array Microphones, Audio Conferencing & Collaboration, Conferencing and Discussion Products, Dante and Network Connectivity, Microphone Array Technology, Product Training (Shure Audio Institute), Unified Communication Collaboration",Privately Held,United States,Niles,EST
10370,Sigma Cylinders,200,400.0,Automation Machinery Manufacturing,"Manufacturing of gas cylinders (LPG), LPG cylinder manufacturing and refurbishment, Awareness campaigns , Regulations and norms, Distribution networks, Procurement of LPG vehicle , Regulating LPG cylinders and accessories, Network plan, Supervision and support",Privately Held,Lebanon,Beirut,EET
10380,Sigura Water,200,300.0,Renewable Energy Semiconductor Manufacturing,,Privately Held,United States,Alpharetta,EST
10390,Sika USA,1500,4000.0,Chemical Manufacturing,"Adhesives & Sealants, Concrete, Façade & Walls, Flooring, Repair & Protection, Roofing, Waterproofing & Coatings, Residential Repairs, Expansion Joints, Sustainability, Marine, Automotive, Transportation, Innovation",Public Company,United States,Lyndhurst,EST
10400,Simpson Strong-Tie,900,3200.0,Building Materials,"Engineered Structural Connectors, Fasteners and Fastening Systems, Mechanical and Adhesive Anchors, Lateral-Force Resistance Systems, Repair, Protection and Strengthening Products",Public Company,United States,Pleasanton,EST
10410,SiteOne Landscape Supply,3700,4500.0,Wholesale,"Irrigation, Outdoor Lighting, Nursery, Turf Protection and maintenance, Hardscapes, Landscape Supplies, Pest Control, Tools, Drainage, Agronomics",Public Company,United States,Roswell,EST
10420,Sitel Digital Services (formerly SYKES),3200,55000.0,IT Services and IT Consulting,,Privately Held,United States,Tampa,EST
10430,Skyhigh Security,100,500.0,Computer Software,,Privately Held,United States,San Jose,EST
10440,"Skyworks Solutions, Inc.",4700,9000.0,Semiconductors,"Wireless Connectivity, Internet of Things, RF Engineering, Design Engineers, RF/Analog Semiconductors, High Performance Solutions, Technology Innovation, 5G, LTE",Public Company,United States,Irvine,EST
10450,Sleep Number Corporation,1700,4100.0,Retail,"Beds, Mattresses, Adjustable Beds, Bedding, Pillows, Sleep Technology, health and wellness",Public Company,United States,Minneapolis,EST
10460,"Slintel, a 6sense company",50,150.0,Software Development,"Sales Intelligence, abm, marketing, sales, revops, Intent Data",Privately Held,United States,Mountain View,EST
10470,Sloan,250,1000.0,Wholesale Building Materials,"flush valves, sensor faucets, sensor soap dispensers, commercial fixtures, commercial toilets, urinals, waterfree urinals, shower heads, sink systems, sinks, water savings, water efficiency, manual flush valves, electronic flush valves, water closets, vitreous china",Privately Held,United States,Franklin Park,EST
10480,Snohomish County PUD,1800,1500.0,Utilities,"Electric and Water Utility, Community Resource",Nonprofit,United States,Everett,EST
10490,Sofidel America Corp.,3000,4000.0,Paper and Forest Product Manufacturing,,Privately Held,United States,Horsham,EST
10500,Solaria Corporation,100,300.0,Renewable Energy Semiconductor Manufacturing,"Manufacturing, Solar Panels, Clean Energy, residential solar, commercial solar, rooftop solar, Attractive solar panels, high efficiency solar panels, proven performance, American innovation  ingenuity, aesthetic solar, curb appeal, renewable generation, highly rated, beautiful solar, solar for homes",Privately Held,United States,Fremont,EST
10510,Solenis,1200,3700.0,Chemical Manufacturing,,Privately Held,United States,Wilmington,EST
10520,Solid Concepts Inc.,50,150.0,Industrial Machinery Manufacturing,"Rapid Prototyping, Custom Manufacturing, Additive Manufacturing, SolidView, PolyJet, SLA, Stereolithography, SLS, Selective Laser Sintering, CNC, QuantumCast Cast Urethanes, FRP, Tooling, Injection Molding, 3D Printing",Public Company,United States,Valencia,EST
10530,Solidigm,1100,2200.0,Computer Hardware Manufacturing,,Privately Held,United States,Rancho Cordova,EST
10540,Sonata Software North America Inc.,250,800.0,IT Services and IT Consulting,,Public Company,United States,Fremont,EST
10550,Sonny's Enterprises Inc.,300,1200.0,Motor Vehicle Manufacturing,"Car Wash, Car Wash equipment, Car wash supplies, Car wash Manufacturer, car wash business",Privately Held,United States,Tamarac,EST
10560,Sony Electronics,7800,11000.0,Consumer Electronics,"Consumer Electronics, Consumer Software, Business & IT Solutions, Sales & Marketing",Public Company,United States,New York,EST
10570,Sophos Solutions,1000,3000.0,IT Services and IT Consulting,"Core Banking, Banking Transformation, Cloud Services, Data Intelligence & AI, Expert IT Talent",Privately Held,United States,Iselin,EST
10580,"Southco, Inc.",500,2100.0,Industrial Machinery Manufacturing,,Privately Held,United States,Concordville,EST
10590,Southern Oregon University,200,800.0,Higher Education,,Educational Institution,United States,Ashland,EST
10600,Southwire Company,9000,7000.0,Electrical & Electronic Manufacturing,"Industrial, Electrical, Energy, OEM, Southwire Continuous Rod, Tools and Assembled Products, Carrollton, GA",Privately Held,United States,Carrollton,EST
10610,Spansion is Cypress Semiconductor,1400,3400.0,Semiconductor Manufacturing,"Charge trapping technology, NOR Flash Memory, NAND Flash Memory, Serial Flash Memory, ARM Microcontrollers, Analog Products, Power Management ICs, Energy Harvesting ICs",Public Company,United States,Sunnyvale,EST
10620,"Spark Therapeutics, Inc.",200,900.0,Biotechnology Research,"Biotechnology, Gene therapy",Privately Held,United States,Philadelphia,EST
10630,Specialized Bicycle Components,800,1200.0,Retail,"Bicycles, Design, Engineering, Product Development, Marketing, Human Resources, Sales, Finance, Outdoor Industry, Cycling, Distribution, eCommerce",Privately Held,United States,Morgan Hill,EST
10640,Spire,900,1800.0,Utilities,,Public Company,United States,St. Louis,CST
10650,Sportsman's Warehouse,3400,8000.0,Retail,"Retail, Outdoor, Sporting, Goods, Hunting, Firearms, Reloading, Fishing, Camping, Optics, Outerwear, Footwear",Public Company,United States,West Jordan,EST
10660,St. John's Riverside Hospital,700,2700.0,Hospitals and Health Care,,Nonprofit,United States,Yonkers,EST
10670,StandardAero,1500,6000.0,Aviation and Aerospace Component Manufacturing,,Privately Held,United States,Scottsdale,EST
10680,Starkey Hearing,800,3200.0,Medical Equipment Manufacturing,"audiology, hearing aids, hearing systems, hearing healthcare, education, training, manufacturing, engineering",Privately Held,United States,Eden Prairie,EST
10690,Stater Bros. Markets,4100,18000.0,Retail,"Organic supermarket, Community outreach, Fresh produce, Organic produce, Quality meats, Vegan options, Gluten Free options",Privately Held,United States,San Bernardino,EST
10700,Stepan Company,2000,2200.0,Chemicals,"Surfactants, Polymers, Specialty Products, Chemicals, lipid nutrition, Nonionic Surfactants",Public Company,United States,Northbrook,EST
10710,Stericycle,2060,13500.0,Hospital & Health Care,"Sharps and Medical Waste Disposal Service, Communication Solutions, OSHA Compliance Programs, Pharmaceutical Waste Services, Sharps Containers and Healthcare Products, Document Destruction, Patient Engagement Solutions",Public Company,United States,Bannockburn,EST
10720,Stock Building Supply is now BMC!,3500,9000.0,Wholesale Building Materials,Building Materials and Solutions,Public Company,United States,Atlanta,EST
10730,Stoller Newport News Nuclear,300,1000.0,Environmental Services,"Environmental, Nuclear, Waste Consulting",Public Company,United States,Broomfield,MST
10740,Subaru of Indiana Automotive,4200,5700.0,Motor Vehicle Manufacturing,"Automotive, Manufacturing",Privately Held,United States,Lafayette,EST
10750,Sumitomo Corporation of Americas,10000,20000.0,International Trade and Development,"Oil & Gas, Infrastructure, Lifestyle & Consumer Products, Natural Resources & Agricultural Products",Privately Held,United States,New York,EST
10760,Summit,100,500.0,Food and Beverage Services,"Corrections, Correctional Facilities, Food Service, Commissary",Privately Held,United States,Sioux Falls,EST
10770,Sun Chemical,7800,8000.0,Chemical Manufacturing,"Printing Inks, Coatings, Pressroom Supplies, Pigments, Advanced Materials, Color Management, Packaging Solutions, Polymers, Liquid Compounds, Solid Compounds, Application Materials",Privately Held,United States,Parsippany,EST
10780,Sun Communities & Sun Outdoors,2000,5000.0,Real Estate,,Public Company,United States,Southfield,EST
10790,SunPower Corporation,1800,2200.0,Renewables & Environment,"solar, residential solar systems, project development, photovoltaic, alternative energy, renewable energy, energy service provider, monitoring, solar storage",Public Company,United States,Richmond,EST
10800,Sunbulah Group,700,2000.0,Manufacturing,,Privately Held,Saudi Arabia,Jeddah,AST
10810,Super 8 by Wyndham,500,1200.0,Hospitality,,Public Company,United States,Parsippany,EST
10820,Superior Industries,1300,3000.0,Motor Vehicle Manufacturing,"Aluminum Cast and Flow Formed Wheels, Premium Finishes, Light Weight Technologies, Forged wheels",Public Company,United States,Southfield,EST
10830,Supermicro,7123,5120.0,Computer Hardware,"Servers, Storage, IOT, Datacenter, Enterprise Solutions, Computer Hardware, GPU Systems, Rack Solutions, Embedded, Motherboards, Enclosures, Networking, Switch, Management Software, Software Defined, Machine Learning, Power Supply, AI, Edge, Liquid Cooling",Public Company,United States,San Jose,EST
10840,Swagelok,3200,5600.0,Industrial Machinery Manufacturing,"valves, regulators, hoses, oil and gas, chemical processing, biopharmaceutical, research, tube fittings, fluid systems, semiconductor manufacturing, transportation",Privately Held,United States,Solon,EST
10850,Swift Transportation,4100,22000.0,Truck Transportation,"Full Truckload, Linehaul, Intermodal, Dedicated, Temperature Controlled, Flatbed, Logistics Brokerage and Full Managed Trans., Expedited / Teams, Cross Border Mexico and Canada, Swift Express, Trade Show, Owner Operators, Heavy Haul, Refrigerated",Public Company,United States,Phoenix,EST
10860,Symphony Teleca,1000,6000.0,IT Services and IT Consulting,"Infotainment, Consumer Electronics, Cloud Services, Professional and Automotive Sound, Loudspeaker, Home Entertainment, Healthcare, Software Solutions, Lighting, Connected products and solutions",Privately Held,United States,Mountain View,EST
10870,Synaptics Incorporated,1300,2100.0,Semiconductor Manufacturing,"Capacitive Sensing, AI & Neural Network, Far-field Voice & Speech Capture, Acoustics & Audio Processing, Optical Imaging, Video & Imaging Processing, Display Driver & Integrated Sensing, Video Interface, Wireless Connectivity",Public Company,California,San Jose,PST
10880,Syniti,300,800.0,Software Development,"Data, Data Journey, Data Transformation, S/4HANA, SAP S/4HANA",Privately Held,United States,Needham,EST
10890,Systems Plus Solutions,100,250.0,IT Services and IT Consulting,"Sourcing Advisory, Governance Risk and Compliance, Microsoft Technologies(C #, VB.NET, ASP.NET, WPF, Silverlight, VB, Business Object ), Manage Captive Services, Open Source Technologies, Portal, Mobility, Java, Robotic Process Automation, Retail Solutions, Managed GIC, Cloud solutions, DevOps, IT Consulting Services, Distributed Agile",Privately Held,United States,Dallas,EST
10900,TAC Air,150,400.0,Aviation and Aerospace Component Manufacturing,"FBO/Fixed Base Operations, Aircraft Hangar, Aircraft Maintenance, Government Contract Fuel, Aviation Fuel, Aviation Maintenance, Customer Service, FBO, Ground Handling Services, Aircraft Fueling, FBOs, Hangar Space, Aircraft Maintenance, Quick Turns, Jet Fuel, Ground Handling, Pilots' Lounge, NATA Safety 1st Clean, IS-BAH Stage II Registered, NATA Safety 1st, Sanitized, Clean Facility, COVID-19 Safety Protocols, Cargo Handling",Privately Held,United States,Dallas,CST
10910,TAHAKOM,200,600.0,Information Technology & Services,,Public Company,Saudi Arabia,Riyadh,AST
10920,TAQA (Industrialization & Energy Services Company),1500,3200.0,Oil and Gas,"Oil and gas exploration and drilling, conducting geophysical surveys and establishing a wide range of industries and services in support of oil and gas, metals, petrochemicals, mining, electricity and water sectors, Cementing , Enabler of Energy, Employer of Choice, well services, technology",Privately Held,Saudi Arabia,Dhahran,AST
10930,TASNEE,3400,4100.0,Chemicals,"Petrochemicals, Chemicals, Metals, Services",Public Company,Saudi Arabia,Riyadh,AST
10940,TBC Corporation,3500,10400.0,Motor Vehicle Manufacturing,"Tires, Automotive Service, Tire Service & Repair, Oil, Lube & Filters, Routine Services & Fluids, Batteries, Brakes, Alignment, Suspension & Front End",Privately Held,United States,Palm Beach Gardens,EST
10950,TECO Energy,4400,4300.0,Utilities,Energy,Public Company,United States,Tampa,EST
10960,TESSCO Technologies,500,1000.0,Telecommunications,"Network Systems, Base Station Infrastructure, Installation Test & Maintenance, Training & Services",Public Company,United States,Hunt Valley,EST
